2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"4]       CLibXLiveImpl::setAppSettingPath 	FL:LibXLiveImpl.cpp(212)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CSyncManager::delFolderItemsByPath 	FL:SyncManager.cpp(201)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::init 	FL:DBFS.cpp(21)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_initDBEnv 	FL:DBFS.cpp(737)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"1]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_createTables 	FL:DBFS.cpp(829)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"3]       CDBFS::_createTables 	FL:DBFS.cpp(829)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_fixIncorrectData 	FL:DBFS.cpp(923)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::queryBindPath 	FL:DBFS.cpp(506)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::queryBindPath 	FL:DBFS.cpp(506)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_fixIncorrectData 	FL:DBFS.cpp(923)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::setBindPath 	FL:DBFS.cpp(531)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"11]      CDBFS::setBindPath 	FL:DBFS.cpp(531)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"16]      CDBFS::_initDBEnv 	FL:DBFS.cpp(737)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"17]      CDBFS::init 	FL:DBFS.cpp(21)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::init 	FL:DBFS.cpp(21)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFSShare::_initDBEnv 	FL:DBFSShare.cpp(19)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_initDBEnv 	FL:DBFS.cpp(737)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFSShare::_createTables 	FL:DBFSShare.cpp(54)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_createTables 	FL:DBFS.cpp(829)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_createTables 	FL:DBFS.cpp(829)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"1]       CDBFSShare::_createTables 	FL:DBFSShare.cpp(54)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFSShare::_fixIncorrectData 	FL:DBFSShare.cpp(100)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_fixIncorrectData 	FL:DBFS.cpp(923)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::queryBindPath 	FL:DBFS.cpp(506)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::queryBindPath 	FL:DBFS.cpp(506)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_fixIncorrectData 	FL:DBFS.cpp(923)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::queryBindPath 	FL:DBFS.cpp(506)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::queryBindPath 	FL:DBFS.cpp(506)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFSShare::_fixIncorrectData 	FL:DBFSShare.cpp(100)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::setBindPath 	FL:DBFS.cpp(531)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"10]      CDBFS::setBindPath 	FL:DBFS.cpp(531)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"13]      CDBFS::_initDBEnv 	FL:DBFS.cpp(737)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"13]      CDBFSShare::_initDBEnv 	FL:DBFSShare.cpp(19)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"13]      CDBFS::init 	FL:DBFS.cpp(21)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::lock 	FL:DBFS.cpp(45)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::lock 	FL:DBFS.cpp(45)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::beginTransaction 	FL:DBFS.cpp(554)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::beginTransaction 	FL:DBFS.cpp(554)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::lock 	FL:DBFS.cpp(45)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::lock 	FL:DBFS.cpp(45)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::beginTransaction 	FL:DBFS.cpp(554)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::beginTransaction 	FL:DBFS.cpp(554)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::deleteFolderItemsInLastSnapshot 	FL:DBFS.cpp(424)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::deleteFolderItemsInLastSnapshot 	FL:DBFS.cpp(424)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::deleteFolderItemsInLastSnapshot 	FL:DBFS.cpp(424)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"1]       CDBFS::deleteFolderItemsInLastSnapshot 	FL:DBFS.cpp(424)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::deleteFolderItemsInLastSnapshot 	FL:DBFS.cpp(424)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::deleteFolderItemsInLastSnapshot 	FL:DBFS.cpp(424)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::deleteFolderItemsInLastSnapshot 	FL:DBFS.cpp(424)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::deleteFolderItemsInLastSnapshot 	FL:DBFS.cpp(424)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::deleteFolderItemsInLastSnapshot 	FL:DBFS.cpp(424)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::deleteFolderItemsInLastSnapshot 	FL:DBFS.cpp(424)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::deleteFolderItemsInLastSnapshot 	FL:DBFS.cpp(424)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::deleteFolderItemsInLastSnapshot 	FL:DBFS.cpp(424)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::deleteFolderItemsInLastSnapshot 	FL:DBFS.cpp(424)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::deleteFolderItemsInLastSnapshot 	FL:DBFS.cpp(424)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::deleteFolderItemsInLastSnapshot 	FL:DBFS.cpp(424)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::deleteFolderItemsInLastSnapshot 	FL:DBFS.cpp(424)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::endTransaction 	FL:DBFS.cpp(573)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::endTransaction 	FL:DBFS.cpp(573)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::unlock 	FL:DBFS.cpp(51)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::unlock 	FL:DBFS.cpp(51)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::endTransaction 	FL:DBFS.cpp(573)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::endTransaction 	FL:DBFS.cpp(573)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::unlock 	FL:DBFS.cpp(51)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::unlock 	FL:DBFS.cpp(51)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::uninit 	FL:DBFS.cpp(32)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_uninitDBEnv 	FL:DBFS.cpp(779)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_uninitDBEnv 	FL:DBFS.cpp(779)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::uninit 	FL:DBFS.cpp(32)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::uninit 	FL:DBFS.cpp(32)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFSShare::_uninitDBEnv 	FL:DBFSShare.cpp(26)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_uninitDBEnv 	FL:DBFS.cpp(779)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_uninitDBEnv 	FL:DBFS.cpp(779)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFSShare::_uninitDBEnv 	FL:DBFSShare.cpp(26)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::uninit 	FL:DBFS.cpp(32)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"32]      CSyncManager::delFolderItemsByPath 	FL:SyncManager.cpp(201)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"32]      CLibXLiveImpl::setExcludeFolderPath 	FL:LibXLiveImpl.cpp(273)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CLibXLiveImpl::setExcludeFilePostfix 	FL:LibXLiveImpl.cpp(292)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CLibXLiveImpl::setExcludeFilePostfix 	FL:LibXLiveImpl.cpp(292)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CLibXLiveImpl::setExcludeFileName 	FL:LibXLiveImpl.cpp(310)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CLibXLiveImpl::setExcludeFileName 	FL:LibXLiveImpl.cpp(310)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CLibXLiveImpl::setExcludeFilePrefix 	FL:LibXLiveImpl.cpp(286)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CLibXLiveImpl::setExcludeFilePrefix 	FL:LibXLiveImpl.cpp(286)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CLibXLiveImpl::setExcludeFolderPrefix 	FL:LibXLiveImpl.cpp(298)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CLibXLiveImpl::setExcludeFolderPrefix 	FL:LibXLiveImpl.cpp(298)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CLibXLiveImpl::setExcludeFolderPostfix 	FL:LibXLiveImpl.cpp(304)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"1]       CLibXLiveImpl::setExcludeFolderPostfix 	FL:LibXLiveImpl.cpp(304)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CLibXLiveImpl::startSync 	FL:LibXLiveImpl.cpp(378)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CSyncManager::startSync 	FL:SyncManager.cpp(417)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CSyncManager::_init 	FL:SyncManager.cpp(814)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CLocalFS::init 	FL:LocalFS.cpp(27)
2016/04/19 17:13:08	I	xlive 	4040:4152 	syncroot = D:/jszhou 	FL:LocalFS.cpp(31)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CLocalFS::init 	FL:LocalFS.cpp(27)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::init 	FL:DBFS.cpp(21)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_initDBEnv 	FL:DBFS.cpp(737)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_createTables 	FL:DBFS.cpp(829)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_createTables 	FL:DBFS.cpp(829)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_fixIncorrectData 	FL:DBFS.cpp(923)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::queryBindPath 	FL:DBFS.cpp(506)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::queryBindPath 	FL:DBFS.cpp(506)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_fixIncorrectData 	FL:DBFS.cpp(923)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::setBindPath 	FL:DBFS.cpp(531)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"10]      CDBFS::setBindPath 	FL:DBFS.cpp(531)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"12]      CDBFS::_initDBEnv 	FL:DBFS.cpp(737)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"12]      CDBFS::init 	FL:DBFS.cpp(21)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::init 	FL:DBFS.cpp(21)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFSShare::_initDBEnv 	FL:DBFSShare.cpp(19)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_initDBEnv 	FL:DBFS.cpp(737)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::_cleanIncorrectDB 	FL:DBFS.cpp(951)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFSShare::_createTables 	FL:DBFSShare.cpp(54)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_createTables 	FL:DBFS.cpp(829)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"1]       CDBFS::_createTables 	FL:DBFS.cpp(829)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"1]       CDBFSShare::_createTables 	FL:DBFSShare.cpp(54)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFSShare::_fixIncorrectData 	FL:DBFSShare.cpp(100)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::_fixIncorrectData 	FL:DBFS.cpp(923)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::queryBindPath 	FL:DBFS.cpp(506)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::queryBindPath 	FL:DBFS.cpp(506)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"1]       CDBFS::_fixIncorrectData 	FL:DBFS.cpp(923)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::queryBindPath 	FL:DBFS.cpp(506)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"0]       CDBFS::queryBindPath 	FL:DBFS.cpp(506)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"1]       CDBFSShare::_fixIncorrectData 	FL:DBFSShare.cpp(100)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[IN]              CDBFS::setBindPath 	FL:DBFS.cpp(531)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"4]       CDBFS::setBindPath 	FL:DBFS.cpp(531)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"7]       CDBFS::_initDBEnv 	FL:DBFS.cpp(737)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"7]       CDBFSShare::_initDBEnv 	FL:DBFSShare.cpp(19)
2016/04/19 17:13:08	T	xlive 	4040:4152 	[OUT 0'0"7]       CDBFS::init 	FL:DBFS.cpp(21)
